bull_id,backfat_thickness,ribeye_area,marbling_score,dressing_percentage,subcutaneous_fat,visceral_fat,lean_meat_yield,residual_average_daily_gain,dry_matter_intake,yearling_weight,working_weight,birth_weight,calving_ease_direct,yearling_height,type_of_bull,age_at_collection,mature_height,mature_weight,price_of_semen,bull_name
305,0.5,16.0,5.7,59.6,1.2,0.4,54.8,2.8,-1.2,1149.3,882.8,106.7,1.6,49.0,Limousin,6.4,61.9,2339.6,53.6,Courageous Bullfighter
306,0.5,15.1,5.7,56.9,0.8,0.4,55.0,1.9,1.3,1142.3,1052.6,111.3,5.7,56.3,Simmental,3.9,66.9,2111.1,76.7,Courageous Beast
307,0.4,16.7,11.6,61.9,0.9,0.3,59.6,3.0,3.7,548.7,960.2,121.9,0.2,51.1,Hereford,3.3,58.3,2378.4,43.0,Courageous Brute
308,0.5,14.9,3.3,58.9,0.8,0.2,63.5,3.3,-3.8,1206.1,1098.0,110.5,6.1,54.9,Brangus,2.0,64.9,1143.0,21.2,Courageous Charger
309,0.5,14.1,11.4,58.1,0.7,0.4,56.8,2.8,-0.7,1077.3,1123.7,98.3,3.6,53.3,Simmental,3.6,65.1,1889.5,72.7,Courageous Dominator
310,0.5,18.5,7.9,63.8,0.7,0.3,68.4,2.3,-1.4,763.5,992.8,65.9,6.2,56.2,Brangus,4.7,61.8,2113.6,44.2,Courageous Leader
311,0.5,15.2,5.4,53.7,0.8,0.1,62.3,3.0,3.4,936.2,1140.4,76.1,2.7,53.5,Santa Gertrudis,3.3,55.1,2060.4,20.4,Courageous Fighter
312,0.5,13.4,2.2,59.8,0.9,0.2,63.0,2.0,-0.4,777.8,759.0,51.2,8.8,51.0,Santa Gertrudis,3.1,65.1,1988.5,49.6,Courageous Champion
313,0.5,15.7,6.2,59.0,1.0,0.4,65.2,2.8,3.5,660.5,970.8,78.9,4.0,57.0,Gelbvieh,3.3,53.3,2106.1,68.5,Courageous Ruler
314,0.8,15.4,6.6,60.4,0.8,0.2,70.8,2.1,2.2,563.4,636.8,98.4,7.1,55.3,Limousin,2.5,59.8,2028.0,47.3,Courageous Protector
315,0.7,18.1,6.3,60.9,0.6,0.2,60.3,3.2,2.7,977.5,693.3,82.1,0.0,60.7,Brangus,0.9,56.0,2320.0,49.6,Courageous Guardian
316,0.7,12.8,7.7,61.0,1.0,0.3,56.8,2.3,3.3,892.8,885.4,101.8,4.6,55.4,Santa Gertrudis,4.5,54.5,2139.2,73.3,Courageous Alpha
317,0.6,13.0,8.4,61.6,0.3,0.3,57.8,2.1,4.4,791.7,718.0,78.7,6.7,56.5,Hereford,2.4,58.3,2182.8,62.7,Courageous Powerhouse
318,0.7,16.0,8.8,62.4,1.1,0.4,61.8,2.6,3.8,662.1,485.9,88.3,5.9,52.9,Santa Gertrudis,3.9,65.7,1951.9,66.0,Courageous Monster
319,0.5,16.0,8.4,57.6,0.7,0.3,66.1,2.4,-0.9,913.4,1042.0,106.1,3.3,54.7,Limousin,1.9,56.7,2067.7,44.1,Courageous Warrior
320,0.5,13.5,4.0,61.3,0.7,0.3,60.3,2.6,4.1,671.7,891.1,101.3,3.0,52.3,Simmental,2.0,73.5,1915.9,58.9,Courageous Warlord
321,0.4,13.8,5.7,62.0,0.6,0.3,65.4,1.9,1.5,1020.4,828.3,85.4,0.1,52.8,Brahman,4.0,54.4,1958.0,52.5,Courageous Bruiser
322,0.5,11.6,6.9,61.8,0.0,0.3,61.1,2.2,-2.0,552.7,854.7,64.3,3.1,53.8,Angus,6.1,59.0,2226.1,38.7,Courageous Brawler
323,0.5,17.1,7.0,62.2,0.6,0.4,54.1,2.8,5.9,910.3,959.3,104.9,5.6,56.3,Beefmaster,2.1,61.0,2019.5,59.1,Courageous Gladiator
324,0.7,16.1,3.0,56.5,1.2,0.1,58.5,2.6,4.2,868.8,1189.3,74.2,3.9,53.1,Santa Gertrudis,3.8,55.2,2139.1,67.8,Courageous Giant
325,0.4,12.9,9.9,59.1,0.7,0.4,71.6,2.7,3.0,852.6,664.5,88.3,1.9,54.4,Limousin,6.5,57.5,2252.9,61.4,Courageous Colossus
326,0.4,13.4,10.6,58.7,0.3,0.3,59.2,3.6,3.3,669.0,930.9,87.9,3.1,53.9,Brangus,4.9,61.0,1685.1,51.9,Courageous Titan
327,0.3,11.7,2.5,62.9,0.9,0.4,64.2,1.7,1.5,1006.8,690.9,96.0,1.2,51.7,Gelbvieh,3.9,52.5,1971.6,74.7,Courageous Hulk
328,0.3,11.7,4.0,62.6,1.2,0.2,57.1,3.1,2.0,784.7,793.8,101.9,6.3,52.6,Gelbvieh,2.5,64.2,2041.5,41.3,Courageous Ram
329,0.5,15.6,10.1,59.1,1.0,0.3,62.8,1.8,-1.6,863.2,880.1,79.6,5.9,53.9,Gelbvieh,3.7,58.4,2222.3,82.7,Courageous Heifer
330,0.6,16.6,3.5,59.7,0.7,0.3,56.0,2.5,1.8,841.3,678.6,86.9,0.6,57.6,Brangus,2.0,56.6,1756.2,39.6,Courageous Buck
331,0.4,13.0,5.9,64.6,0.6,0.3,67.5,2.1,3.6,824.8,837.8,119.6,3.4,51.9,Hereford,4.4,57.7,2203.5,33.2,Fearless Bull
332,0.6,15.7,7.0,58.3,1.1,0.4,56.8,1.2,3.5,468.5,1173.7,119.1,6.8,54.1,Hereford,5.9,57.4,1810.5,38.0,Fearless Stallion
333,0.5,18.3,9.9,62.3,1.0,0.4,65.9,2.4,1.8,1181.0,957.0,145.2,6.9,54.8,Hereford,2.2,53.4,2145.0,28.9,Fearless Sire
334,0.5,12.8,4.4,57.9,1.0,0.2,59.4,2.8,0.2,747.6,985.4,96.4,2.4,52.6,Beefmaster,1.8,58.0,2013.7,89.6,Fearless Male
335,0.7,14.8,5.2,62.3,0.7,0.2,67.0,2.1,0.2,1099.6,805.2,94.3,1.0,56.9,Angus,3.2,58.0,2214.3,57.9,Fearless Bullfighter
336,0.4,16.9,7.0,60.0,0.3,0.2,64.0,2.8,0.9,342.7,1108.0,113.5,2.9,56.9,Hereford,5.0,63.9,1974.8,26.4,Fearless Beast
337,0.5,14.3,7.3,59.5,0.3,0.3,54.1,2.2,1.3,584.2,1146.7,82.1,4.4,57.2,Gelbvieh,3.2,58.5,1220.8,31.0,Fearless Brute
338,0.5,12.2,3.5,58.3,0.5,0.4,62.6,2.9,1.3,1002.8,1164.9,56.3,1.5,52.2,Gelbvieh,6.7,56.0,2215.1,45.6,Fearless Charger
339,0.7,15.2,3.8,58.3,0.7,0.1,60.0,2.8,-0.9,999.2,765.2,88.9,6.9,48.1,Brahman,2.3,57.6,2056.8,27.8,Fearless Dominator
340,0.6,13.4,3.6,63.9,0.8,0.2,61.7,1.7,-1.0,853.0,892.5,82.8,6.6,51.2,Hereford,4.3,57.3,2049.0,85.3,Fearless Leader
341,0.6,14.1,5.4,61.2,0.8,0.3,53.8,3.3,2.9,923.6,1202.7,95.2,1.4,51.3,Hereford,1.1,56.3,1919.7,58.7,Fearless Fighter
342,0.6,15.6,6.3,59.4,0.6,0.2,51.7,3.2,-2.2,566.2,732.3,101.6,6.3,54.0,Santa Gertrudis,5.0,58.0,2352.6,41.6,Fearless Champion
343,0.5,15.2,5.4,63.2,0.6,0.2,55.2,1.9,3.9,603.4,1110.9,103.1,5.4,60.4,Hereford,1.6,61.4,2063.4,50.9,Fearless Ruler
344,0.6,15.1,5.2,55.5,0.8,0.5,65.2,2.1,3.0,796.4,1039.7,111.3,8.8,54.0,Hereford,2.8,55.5,2100.4,36.2,Fearless Protector
345,0.3,14.6,4.4,56.9,0.4,0.2,71.1,2.0,1.4,923.4,859.1,97.7,4.4,55.9,Hereford,3.3,54.5,1511.2,55.2,Fearless Guardian
346,0.4,13.2,5.0,59.0,1.0,0.3,66.1,1.7,6.3,921.3,708.6,97.3,3.2,51.9,Gelbvieh,4.1,62.2,2064.9,69.1,Fearless Alpha
347,0.7,16.6,6.0,61.0,1.2,0.4,53.6,2.5,1.8,1051.9,894.6,56.4,3.5,55.1,Santa Gertrudis,5.1,52.7,2189.0,65.9,Fearless Powerhouse
348,0.5,14.0,6.2,59.4,0.6,0.4,62.5,1.4,2.0,959.4,1007.7,78.6,3.2,49.3,Beefmaster,4.5,56.7,1926.6,40.8,Fearless Monster
349,0.5,17.2,7.3,61.0,0.5,0.4,56.5,2.4,3.6,954.4,1096.9,89.7,1.2,55.5,Brahman,2.1,62.9,1807.2,38.9,Fearless Warrior
350,0.3,15.2,5.5,62.6,1.2,0.2,64.5,2.4,1.6,1092.3,1041.5,89.5,2.5,58.7,Gelbvieh,3.5,68.4,2272.7,50.1,Fearless Warlord
351,0.3,14.2,6.1,60.0,0.9,0.2,61.9,2.8,1.3,853.1,1002.1,89.5,2.4,60.3,Hereford,4.7,62.4,2318.3,60.8,Fearless Bruiser
352,0.8,17.0,6.2,56.4,0.9,0.5,54.4,2.2,2.3,857.8,1030.0,62.2,4.2,53.3,Angus,3.1,62.1,1716.4,69.6,Fearless Brawler
353,0.5,17.8,5.8,58.6,0.7,0.3,65.0,1.5,3.3,1020.2,646.1,103.2,5.2,52.7,Limousin,3.0,67.0,2130.7,56.6,Fearless Gladiator
354,0.6,12.2,9.8,56.8,1.2,0.4,67.2,2.4,0.5,1094.6,875.8,100.3,2.8,54.9,Brangus,4.2,59.5,2129.7,54.2,Fearless Giant
355,0.7,17.6,9.1,57.8,0.8,0.3,65.8,1.1,3.4,693.5,988.4,101.0,5.5,59.7,Brahman,3.7,59.6,1908.0,43.6,Fearless Colossus
356,0.4,16.3,6.0,54.5,0.8,0.3,51.7,3.2,0.7,916.6,1173.8,101.2,4.7,58.1,Brangus,2.7,66.6,2174.7,71.2,Fearless Titan
357,0.5,15.5,5.6,60.8,0.8,0.4,56.8,2.8,2.4,1231.0,875.5,99.9,4.4,51.2,Charolais,4.6,63.7,1642.2,47.9,Fearless Hulk
358,0.6,11.1,7.1,64.8,0.8,0.1,53.7,3.0,3.9,962.3,813.7,96.0,4.8,49.6,Hereford,2.2,65.0,2171.3,46.9,Fearless Ram
359,0.5,13.2,5.2,62.5,0.7,0.4,58.8,2.4,1.1,745.8,953.9,95.2,-0.2,59.4,Hereford,4.5,68.1,2252.4,53.2,Fearless Heifer
360,0.6,15.9,4.8,58.5,1.0,0.2,57.2,2.2,1.5,533.6,1016.4,116.2,7.6,53.0,Beefmaster,-0.4,50.4,1967.3,42.6,Fearless Buck
361,0.4,15.5,5.2,61.7,0.8,0.3,52.0,2.0,3.5,734.8,789.3,97.0,5.5,55.2,Angus,2.4,63.4,1732.5,50.8,Strong Bull
362,0.4,18.0,8.8,58.1,0.7,0.2,65.1,2.4,3.2,687.9,1008.7,81.1,5.6,54.7,Gelbvieh,5.0,51.2,2092.0,34.1,Strong Stallion
363,0.6,15.6,5.3,60.5,0.5,0.2,65.3,2.5,3.3,1257.2,972.6,102.7,3.9,53.4,Angus,5.7,66.1,2312.2,47.1,Strong Sire
364,0.4,14.0,7.3,61.6,0.9,0.5,54.4,2.3,3.0,906.9,1109.1,85.3,2.2,50.9,Charolais,3.8,60.6,1991.2,62.9,Strong Male
365,0.5,16.4,8.5,58.3,1.0,0.3,55.9,2.1,1.6,883.3,811.9,81.9,3.8,59.4,Simmental,4.0,67.3,1855.7,37.9,Strong Bullfighter
366,0.6,16.9,8.8,67.0,1.0,0.3,60.0,2.4,1.7,878.0,1019.1,63.8,8.7,53.6,Santa Gertrudis,4.9,62.0,1499.5,55.0,Strong Beast
367,0.6,13.6,7.2,59.8,0.8,0.3,58.7,2.8,3.6,534.0,1021.1,112.1,2.2,47.5,Brahman,2.9,60.0,1761.0,36.6,Strong Brute
368,0.5,15.3,4.4,58.5,0.9,0.3,64.7,2.9,0.4,1028.1,737.5,99.1,5.6,55.8,Gelbvieh,5.4,62.7,2167.4,73.2,Strong Charger
369,0.5,15.5,7.0,59.3,0.6,0.3,62.7,2.8,0.6,1007.4,758.5,77.2,3.4,53.3,Santa Gertrudis,3.2,66.5,2014.0,70.1,Strong Dominator
370,0.5,16.3,5.4,61.3,0.7,0.4,53.5,3.4,3.9,827.2,1032.2,98.3,1.8,55.4,Beefmaster,2.2,55.6,1817.2,65.8,Strong Leader
371,0.6,17.3,5.4,60.4,0.9,0.3,62.1,2.2,1.6,1059.6,936.1,79.9,3.3,53.3,Gelbvieh,3.3,61.3,2484.0,30.9,Strong Fighter
372,0.4,15.8,13.1,63.5,0.8,0.2,60.3,2.3,1.8,1137.3,971.0,85.2,2.7,50.1,Brangus,3.8,62.4,1590.6,49.7,Strong Champion
373,0.5,13.1,6.1,60.0,0.9,0.3,55.6,2.8,3.4,1099.9,956.4,116.2,4.7,55.9,Simmental,4.7,53.1,2540.0,46.1,Strong Ruler
374,0.7,16.2,4.4,59.1,0.5,0.4,48.0,1.8,4.0,790.1,1139.4,87.3,6.3,58.5,Charolais,4.1,60.7,1682.8,49.3,Strong Protector
375,0.5,14.6,8.1,61.7,0.7,0.3,57.2,2.6,2.0,822.3,887.7,77.0,6.3,54.5,Charolais,4.5,59.5,1899.5,44.2,Strong Guardian
376,0.4,14.5,6.0,58.3,0.8,0.4,65.1,2.7,1.6,803.4,651.2,87.2,5.1,51.3,Brangus,3.4,57.3,1661.2,58.8,Strong Alpha
377,0.4,16.1,3.7,57.9,0.7,0.2,60.5,2.9,1.7,899.6,936.8,71.2,4.5,53.9,Gelbvieh,3.4,52.2,1997.2,66.0,Strong Powerhouse
378,0.4,16.8,5.8,59.6,1.0,0.4,65.2,1.4,4.3,1011.5,781.9,81.5,6.7,56.3,Gelbvieh,4.1,70.4,2064.3,33.7,Strong Monster
379,0.3,16.0,9.0,63.4,0.4,0.2,62.5,2.4,0.3,950.3,1102.7,76.8,7.3,56.1,Hereford,-0.1,60.5,2214.2,62.8,Strong Warrior
380,0.5,16.6,11.6,60.4,0.7,0.3,59.1,1.9,4.6,812.1,639.9,96.9,6.3,48.9,Angus,4.7,59.7,1690.0,77.8,Strong Warlord
381,0.6,15.9,3.1,61.4,1.1,0.3,55.3,3.0,3.2,1159.8,1007.3,72.1,3.0,54.5,Santa Gertrudis,4.7,66.0,1322.1,56.4,Strong Bruiser
382,0.6,15.7,6.1,59.4,1.4,0.3,59.9,1.8,1.4,1018.0,957.5,101.3,0.8,51.7,Charolais,4.1,61.0,2646.0,44.6,Strong Brawler
383,0.3,16.9,7.0,61.1,0.6,0.5,61.7,2.8,0.3,764.6,937.4,64.9,4.9,55.0,Beefmaster,1.3,57.4,2179.3,62.2,Strong Gladiator
384,0.6,16.0,9.6,61.0,1.0,0.4,58.4,1.9,2.6,882.4,918.2,74.3,4.7,51.1,Hereford,5.9,58.7,2133.8,31.8,Strong Giant
385,0.5,11.5,5.4,62.8,0.7,0.3,71.6,2.2,-0.2,1115.0,1024.6,77.3,-0.6,49.0,Brahman,3.6,61.2,2747.3,40.9,Strong Colossus
386,0.6,13.2,0.5,61.1,1.5,0.3,63.3,2.3,5.8,941.1,859.6,89.8,4.3,57.9,Simmental,3.1,58.0,1499.9,67.3,Strong Titan
387,0.5,13.9,2.3,60.5,1.2,0.4,59.5,2.2,2.2,831.2,1046.0,104.6,5.7,50.8,Gelbvieh,4.8,69.8,1751.7,54.2,Strong Hulk
388,0.5,14.2,10.1,56.0,1.1,0.1,65.3,2.2,3.0,876.4,966.9,106.8,-0.1,53.9,Simmental,4.6,62.1,2285.2,44.7,Strong Ram
389,0.5,17.3,4.5,60.0,0.7,0.1,58.1,2.6,3.7,865.0,726.2,118.1,4.2,53.6,Santa Gertrudis,2.7,49.5,2092.0,34.6,Strong Heifer
390,0.6,15.2,5.2,58.1,1.0,0.3,57.4,1.7,1.1,1284.2,853.8,124.9,4.8,56.6,Limousin,6.3,59.0,2085.6,55.3,Strong Buck
391,0.4,15.2,8.9,56.1,1.2,0.4,64.5,2.7,3.3,797.3,800.5,99.6,2.0,50.7,Hereford,1.9,58.5,1762.1,60.1,Brave Bull
392,0.5,14.6,9.6,59.3,0.7,0.4,63.7,2.2,3.0,999.1,683.9,86.0,0.9,48.5,Simmental,0.8,58.9,1535.3,61.5,Brave Stallion
393,0.5,15.3,4.8,62.2,0.7,0.2,61.8,3.2,4.2,955.4,1056.5,77.3,7.0,53.3,Beefmaster,2.2,69.1,1918.8,32.6,Brave Sire
394,0.5,15.6,6.8,58.7,1.2,0.2,51.8,2.6,4.1,472.6,794.0,78.5,1.8,54.2,Beefmaster,5.2,57.7,2365.3,70.6,Brave Male
395,0.5,12.2,3.1,57.1,1.2,0.4,58.2,3.5,0.7,543.8,829.5,94.8,5.3,59.7,Beefmaster,2.3,73.9,1904.6,68.6,Brave Bullfighter
396,0.4,11.5,2.2,56.0,0.8,0.4,63.7,2.0,1.8,1025.5,1009.9,106.2,6.3,51.9,Simmental,3.0,54.8,2129.4,75.0,Brave Beast
397,0.5,13.6,6.4,58.3,0.7,0.1,68.4,3.4,2.9,950.6,839.0,63.1,5.4,56.4,Santa Gertrudis,5.0,62.6,1618.7,53.7,Brave Brute
398,0.5,15.6,3.7,61.4,1.2,0.3,59.2,3.2,-2.8,812.5,865.5,110.2,1.8,58.5,Brahman,2.6,58.2,1626.7,53.0,Brave Charger
399,0.4,14.4,6.9,65.1,1.0,0.3,62.1,2.5,0.7,794.1,981.7,78.1,6.0,53.4,Hereford,3.4,65.5,2079.3,64.1,Brave Dominator
400,0.5,14.6,8.2,56.7,0.3,0.3,55.5,3.9,0.2,808.6,944.4,75.0,5.1,48.6,Gelbvieh,2.7,59.5,1955.4,57.2,Brave Leader
401,0.4,16.5,4.8,57.0,1.2,0.3,54.1,3.3,3.2,983.5,1020.2,108.4,4.7,47.9,Santa Gertrudis,1.9,66.9,1595.5,68.7,Brave Fighter
402,0.5,15.4,0.3,58.8,0.6,0.2,61.1,2.7,-0.8,951.4,879.9,104.8,5.7,56.9,Angus,5.4,58.1,1834.6,63.1,Brave Champion
403,0.5,15.8,6.3,59.3,1.2,0.4,54.8,2.9,2.6,1017.4,910.6,103.4,7.6,54.2,Brahman,4.7,56.9,1381.0,56.9,Brave Ruler
404,0.8,17.7,8.2,59.8,1.5,0.4,63.9,2.4,1.5,853.6,1195.2,100.3,4.6,54.0,Hereford,1.4,58.7,1880.4,82.4,Brave Protector
405,0.4,12.7,4.2,59.0,0.9,0.2,62.4,2.1,0.1,1051.4,1006.9,125.5,4.0,55.3,Santa Gertrudis,3.3,56.2,2071.9,82.5,Brave Guardian
406,0.6,13.8,7.1,61.1,0.5,0.3,65.5,3.7,2.5,457.9,1038.9,112.9,10.7,57.3,Brahman,4.8,53.0,1736.2,43.1,Brave Alpha
407,0.7,14.8,5.2,60.6,1.1,0.1,58.9,2.1,2.1,893.5,698.7,124.2,4.5,59.4,Charolais,2.4,54.9,1831.7,47.4,Brave Powerhouse
408,0.5,15.3,10.1,58.2,0.5,0.2,58.0,2.7,0.4,830.4,953.4,103.3,-0.7,54.3,Angus,1.9,58.2,1804.1,66.9,Brave Monster
409,0.4,17.2,7.0,61.0,0.7,0.3,65.2,2.6,4.1,788.6,748.5,77.7,5.0,56.9,Angus,2.7,67.3,1813.9,58.8,Brave Warrior
410,0.4,12.0,7.5,58.2,0.5,0.2,61.4,2.6,3.5,817.3,887.4,101.8,5.8,55.4,Brangus,3.4,61.2,2390.5,40.7,Brave Warlord
411,0.6,16.1,2.4,64.3,1.1,0.3,58.7,2.8,1.6,1399.6,767.0,93.8,5.7,52.5,Angus,4.9,61.5,1632.5,86.7,Brave Bruiser
412,0.4,14.4,5.5,56.3,0.4,0.2,58.7,3.3,0.9,597.1,1074.9,86.5,4.3,50.6,Simmental,2.7,62.0,1751.8,68.9,Brave Brawler
413,0.4,15.5,4.3,60.7,0.8,0.3,58.1,2.9,3.4,1005.7,873.0,83.9,4.1,52.6,Hereford,6.1,67.0,1346.6,45.1,Brave Gladiator
414,0.5,13.1,2.8,63.7,0.9,0.3,57.7,2.2,4.4,531.2,695.7,89.5,5.4,56.6,Charolais,4.7,60.0,2075.8,48.8,Brave Giant
415,0.3,17.1,2.2,60.1,0.6,0.2,51.7,2.9,1.5,879.4,1158.8,82.9,2.5,58.0,Simmental,2.4,58.2,2047.2,63.4,Brave Colossus
416,0.7,12.0,7.9,57.9,1.0,0.3,58.3,2.4,1.9,807.7,817.9,91.6,2.6,50.5,Charolais,3.1,51.9,1815.0,35.2,Brave Titan
417,0.7,15.1,1.9,60.4,0.6,0.4,57.7,2.9,6.2,648.1,898.3,92.0,5.6,52.2,Limousin,4.1,56.7,1722.5,49.8,Brave Hulk
418,0.5,10.2,10.5,58.8,0.9,0.3,51.2,2.3,4.0,728.2,844.5,118.3,0.2,52.0,Gelbvieh,2.3,58.7,2002.3,41.7,Brave Ram
419,0.4,17.4,4.8,59.3,0.7,0.4,55.3,2.3,1.9,504.5,875.7,80.9,2.0,50.5,Brahman,3.1,51.8,1776.8,31.0,Brave Heifer
420,0.6,16.2,1.9,62.2,0.8,0.3,61.5,2.9,-0.4,845.5,1040.5,81.5,4.0,55.8,Santa Gertrudis,2.5,62.9,1654.1,57.5,Brave Buck
421,0.7,16.7,7.4,60.1,0.5,0.1,67.4,1.8,0.7,1193.5,1077.7,85.3,2.4,53.5,Simmental,4.7,63.4,1549.3,28.0,Bold Bull
422,0.7,15.8,9.1,57.0,0.8,0.3,57.6,2.4,4.2,710.3,791.6,72.4,3.8,54.3,Brangus,1.2,59.1,1512.6,74.2,Bold Stallion
423,0.5,17.9,4.7,58.6,0.2,0.2,62.6,3.3,-0.8,1223.6,865.3,103.5,5.3,52.4,Hereford,4.1,56.4,1680.3,59.0,Bold Sire
424,0.6,15.9,6.8,56.6,0.3,0.5,65.7,2.7,0.2,596.3,937.2,78.3,4.4,55.2,Beefmaster,4.1,55.8,2066.4,64.2,Bold Male
425,0.6,16.6,7.2,62.5,1.0,0.4,54.7,3.6,0.5,1161.4,803.1,84.7,1.9,53.8,Simmental,2.0,62.2,2729.4,56.0,Bold Bullfighter
426,0.5,12.6,10.4,63.2,0.5,0.3,70.2,2.5,-1.7,727.5,801.5,85.6,3.6,51.9,Limousin,2.0,58.0,2389.4,53.7,Bold Beast
427,0.4,13.3,7.7,60.0,0.8,0.4,61.6,2.9,4.4,948.6,1001.6,96.3,1.7,57.6,Angus,0.4,56.4,2008.6,41.7,Bold Brute
428,0.4,12.1,6.3,59.8,0.6,0.4,50.6,2.2,2.0,681.1,1106.2,95.8,1.6,60.4,Simmental,3.0,73.2,1735.7,39.2,Bold Charger
429,0.6,15.7,8.5,60.5,1.0,0.3,62.3,2.8,2.4,855.3,1083.6,74.7,4.3,48.1,Hereford,5.9,53.6,2522.9,53.0,Bold Dominator
430,0.5,12.4,8.8,62.0,1.4,0.3,61.7,3.1,1.7,1018.0,902.2,58.9,2.1,53.0,Angus,3.7,61.0,1704.3,77.7,Bold Leader
431,0.5,15.6,6.0,53.9,0.4,0.4,58.9,2.6,-0.9,925.7,623.5,109.5,3.1,52.7,Limousin,4.8,62.3,2358.8,73.6,Bold Fighter
432,0.5,11.5,6.9,60.4,1.2,0.5,55.4,3.3,0.0,598.2,843.0,82.2,-0.7,59.2,Charolais,2.3,53.8,2063.5,53.0,Bold Champion
433,0.6,15.5,6.9,58.8,0.5,0.2,60.7,3.2,0.1,523.7,1125.0,86.8,3.0,55.0,Hereford,2.3,55.8,1915.9,29.1,Bold Ruler
434,0.7,17.6,3.1,59.8,1.1,0.3,54.7,2.9,4.0,871.8,844.2,99.5,2.8,56.4,Beefmaster,2.8,68.3,1597.1,64.3,Bold Protector
435,0.4,12.7,11.6,59.9,0.7,0.3,65.9,2.7,2.5,973.8,966.4,96.7,0.7,48.8,Brangus,2.5,66.4,1896.6,49.5,Bold Guardian
436,0.4,18.2,12.1,62.5,0.7,0.4,57.4,3.5,0.6,1097.4,968.2,82.5,2.8,55.2,Limousin,2.8,66.3,2028.8,52.0,Bold Alpha
437,0.5,17.0,8.8,61.2,1.0,0.3,58.7,2.1,3.2,818.9,735.3,96.4,4.4,55.2,Limousin,4.6,55.1,2416.1,60.7,Bold Powerhouse
438,0.3,16.1,8.2,58.1,1.1,0.2,57.8,2.8,4.5,617.6,748.9,81.5,6.2,52.0,Brahman,1.3,55.8,2713.2,65.5,Bold Monster
439,0.4,14.3,3.1,56.0,0.7,0.4,63.2,3.0,0.9,710.0,979.9,90.3,4.5,58.6,Simmental,5.0,56.6,2017.5,40.5,Bold Warrior
440,0.7,13.7,7.2,64.6,0.8,0.4,64.1,3.6,1.5,757.0,923.6,94.1,3.4,55.1,Angus,5.8,63.8,1555.8,50.5,Bold Warlord
441,0.6,12.2,11.2,64.5,0.5,0.3,59.2,3.1,3.8,874.7,821.8,108.8,7.0,53.0,Simmental,3.5,67.5,2293.7,94.3,Bold Bruiser
442,0.5,15.3,4.9,61.8,0.8,0.2,63.3,2.9,2.3,741.0,839.9,59.0,6.7,55.0,Angus,1.8,55.4,1789.2,33.1,Bold Brawler
443,0.4,13.3,4.0,59.0,1.3,0.3,63.0,2.2,0.0,671.3,803.9,90.9,4.6,52.8,Brangus,3.9,49.3,1879.9,48.8,Bold Gladiator
444,0.5,13.4,5.3,59.9,0.3,0.4,58.1,1.8,2.4,938.7,964.7,92.5,0.2,60.6,Charolais,3.2,54.6,1561.7,49.3,Bold Giant
445,0.6,15.8,2.8,56.7,1.3,0.2,50.3,1.9,0.2,897.7,753.0,89.2,7.8,54.2,Santa Gertrudis,2.5,62.0,2470.0,85.6,Bold Colossus
446,0.6,20.8,5.9,52.0,0.5,0.3,62.9,1.5,5.2,647.5,747.3,89.3,6.8,53.4,Brangus,6.2,60.5,2166.3,48.8,Bold Titan
447,0.6,13.6,4.9,62.5,0.8,0.2,55.8,1.7,0.4,864.4,794.5,88.5,2.9,54.6,Brahman,4.3,60.3,1872.8,50.9,Bold Hulk
448,0.5,16.0,4.6,61.6,0.7,0.3,60.3,3.1,2.6,1142.1,932.4,97.6,5.1,50.7,Beefmaster,4.2,62.1,1769.0,72.3,Bold Ram
449,0.4,10.8,6.8,65.4,1.2,0.3,60.0,2.3,1.3,826.6,928.7,122.2,8.1,51.1,Charolais,4.6,54.5,1928.3,42.8,Bold Heifer
450,0.5,10.9,6.3,57.8,1.2,0.4,67.9,2.9,-1.2,985.9,860.5,99.5,3.9,58.2,Charolais,5.8,64.2,1891.3,39.9,Bold Buck
451,0.4,12.2,0.7,57.5,0.3,0.2,51.3,3.2,1.6,912.0,577.6,70.8,2.5,50.7,Santa Gertrudis,2.3,65.0,1600.5,50.6,Daring Bull
452,0.4,16.7,6.3,55.5,1.2,0.4,54.9,2.7,4.2,748.2,690.6,70.1,5.9,60.5,Simmental,3.2,65.0,2807.9,79.1,Daring Stallion
453,0.3,15.1,4.1,62.3,1.1,0.2,62.2,2.4,2.1,1187.3,891.5,92.7,4.0,51.9,Brangus,2.4,66.7,2603.5,64.1,Daring Sire
454,0.4,15.7,9.3,60.4,0.5,0.3,66.7,2.4,1.7,1041.4,811.3,93.9,5.5,56.2,Brangus,3.0,60.5,2072.0,46.8,Daring Male
455,0.4,15.8,9.6,61.2,1.2,0.2,55.8,2.7,0.9,665.7,1003.3,72.2,4.4,61.8,Angus,3.3,59.1,2169.9,56.6,Daring Bullfighter
456,0.4,19.0,5.6,60.4,1.0,0.1,54.5,2.9,0.2,421.6,1086.8,99.1,3.6,55.3,Simmental,3.4,64.9,1868.7,50.3,Daring Beast
457,0.6,16.4,7.3,56.1,0.5,0.3,65.1,2.6,0.3,811.3,808.2,89.8,1.8,52.2,Beefmaster,3.1,61.7,2267.3,42.2,Daring Brute
458,0.5,15.8,6.8,59.7,0.4,0.4,62.4,2.6,0.2,1129.3,913.0,80.4,2.0,57.1,Santa Gertrudis,3.3,66.3,2524.1,78.6,Daring Charger
